customer_id,revenue,clicks,conversions,session_duration,region,device_type
CUST_000038,3.15,22.0,0.0,20.5,North,Mobile
CUST_000039,,18.0,2.0,8.9,West,Tablet
CUST_000040,41.94,16.0,0.0,0.0,West,Tablet
CUST_000041,80.33,,1.0,16.9,West,Desktop
CUST_000042,40.68,31.0,0.0,13.1,West,Tablet
CUST_000043,28.82,11.0,0.0,9.8,West,Tablet
CUST_000044,23.07,13.0,0.0,16.9,West,Mobile
CUST_000045,5.62,27.0,1.0,26.0,West,Desktop
CUST_000046,13.96,25.0,4.0,12.2,West,Tablet
CUST_000047,19.05,30.0,0.0,,West,Tablet
CUST_000048,117.75,24.0,2.0,17.5,East,Tablet
CUST_000049,50.02,10.0,1.0,4.5,East,Tablet
CUST_000050,,,0.0,15.0,West,Desktop
CUST_000051,48.86,13.0,1.0,10.3,West,Tablet
CUST_000052,20.86,31.0,1.0,16.8,West,Desktop
CUST_000053,14.7,30.0,3.0,19.0,East,Tablet
CUST_000054,68.99,22.0,0.0,17.7,West,Mobile
CUST_000055,114.11,20.0,1.0,13.8,West,Mobile
CUST_000056,101.24,14.0,2.0,4.1,West,Tablet
CUST_000057,12.1,26.0,1.0,15.8,West,Tablet
CUST_000058,22.85,,0.0,16.0,West,Tablet
CUST_000059,49.28,14.0,0.0,10.6,East,Tablet
CUST_000060,106.77,28.0,0.0,15.3,West,Mobile
CUST_000061,18.63,21.0,1.0,13.1,West,Tablet
CUST_000062,26.5,32.0,0.0,6.1,West,Tablet
CUST_000063,8.78,18.0,0.0,18.7,West,Mobile
CUST_000064,7.88,16.0,2.0,4.1,West,Mobile
CUST_000065,87.8,27.0,0.0,15.6,South,Mobile
CUST_000066,168.59,8.0,3.0,16.3,West,Tablet
CUST_000067,30.37,21.0,0.0,11.9,West,Tablet
CUST_000068,110.41,,1.0,15.6,East,Mobile
CUST_000069,51.11,38.0,1.0,17.5,West,Tablet
CUST_000070,15.27,20.0,0.0,24.3,West,Tablet
CUST_000071,,34.0,0.0,20.9,East,Mobile
CUST_000072,209.69,12.0,3.0,7.4,West,Tablet
CUST_000073,31.72,14.0,1.0,21.9,East,Mobile
CUST_000074,216.5,28.0,1.0,26.0,West,Tablet
CUST_000075,1.43,11.0,1.0,14.2,East,Tablet
CUST_000076,88.79,,2.0,33.2,West,Mobile
CUST_000077,36.76,27.0,1.0,11.3,West,Tablet
CUST_000078,23.13,15.0,2.0,14.7,East,Tablet
CUST_000079,36.97,20.0,2.0,16.2,West,Tablet
CUST_000080,3.05,12.0,0.0,19.7,East,Desktop
CUST_000081,25.44,,1.0,22.5,West,Tablet
CUST_000082,50.83,39.0,0.0,30.5,North,Tablet
CUST_000083,195.09,,0.0,23.4,East,Tablet
CUST_000084,17.78,30.0,1.0,12.2,East,Tablet
CUST_000085,12.55,25.0,2.0,17.1,North,Tablet
CUST_000086,18.14,13.0,0.0,,East,Tablet
CUST_000087,99.33,23.0,1.0,25.4,West,Mobile
CUST_000088,49.13,,0.0,26.5,East,Tablet
CUST_000089,17.54,17.0,1.0,11.7,West,Desktop
CUST_000090,61.31,28.0,1.0,14.5,West,Mobile
CUST_000091,37.21,21.0,2.0,4.4,East,Tablet
CUST_000092,105.89,17.0,5.0,20.1,West,Desktop
CUST_000093,14.26,23.0,2.0,9.6,East,Desktop
CUST_000094,22.35,23.0,3.0,,West,Tablet
CUST_000095,20.69,27.0,1.0,6.4,North,Mobile
CUST_000096,5.72,24.0,0.0,10.7,East,Desktop
CUST_000097,47.24,26.0,3.0,15.2,North,Tablet
CUST_000098,45.3,24.0,0.0,15.6,East,Tablet
CUST_000099,33.32,19.0,1.0,10.7,West,Mobile
CUST_000100,24.99,,0.0,14.1,West,Mobile
CUST_000101,6.06,32.0,0.0,11.7,East,Tablet
CUST_000102,19.99,17.0,0.0,23.2,West,Mobile
CUST_000103,21.95,14.0,1.0,25.4,West,Mobile
CUST_000104,12.65,30.0,0.0,20.0,West,Mobile
CUST_000105,305.43,13.0,4.0,26.3,West,Tablet
CUST_000106,53.78,27.0,1.0,22.2,West,Mobile
CUST_000107,318.44,26.0,0.0,9.9,East,Tablet
CUST_000108,40.83,20.0,4.0,14.5,West,Mobile
CUST_000109,,9.0,1.0,18.7,West,Mobile
CUST_000110,30.29,25.0,0.0,31.2,West,Mobile
CUST_000111,3.31,12.0,3.0,16.9,East,Tablet
CUST_000112,32.08,,0.0,17.3,West,Desktop
CUST_000113,35.6,11.0,0.0,8.6,North,Mobile
CUST_000114,636.44,32.0,4.0,1.4,East,Tablet
CUST_000115,26.29,18.0,5.0,7.9,West,Desktop
CUST_000116,47.55,19.0,2.0,8.4,West,Desktop
CUST_000117,31.76,,1.0,19.5,West,Tablet
CUST_000118,8.15,24.0,1.0,16.8,West,Desktop
CUST_000119,130.5,34.0,1.0,11.8,East,Desktop
CUST_000120,81.64,,0.0,87.5,West,Tablet
CUST_000121,85.56,36.0,1.0,14.3,North,Tablet
CUST_000122,11.12,31.0,2.0,20.8,West,Mobile
CUST_000123,178.28,32.0,3.0,6.4,West,Tablet
CUST_000124,6.16,14.0,2.0,10.1,South,Tablet
CUST_000125,66.97,24.0,0.0,9.9,West,Tablet
CUST_000126,458.77,14.0,1.0,30.7,West,Mobile
CUST_000127,10.09,16.0,1.0,1.6,West,Tablet
CUST_000128,16.78,30.0,1.0,,East,Tablet
CUST_000129,37.32,27.0,3.0,8.9,East,Tablet
CUST_000130,,25.0,0.0,,West,Mobile
CUST_000131,5.15,15.0,0.0,16.8,West,Tablet
CUST_000132,35.96,,1.0,22.1,West,Tablet
CUST_000133,9.26,30.0,0.0,4.9,West,Desktop
CUST_000134,58.46,31.0,2.0,13.7,West,Tablet
CUST_000135,10.99,15.0,2.0,,West,Desktop
CUST_000136,212.71,27.0,0.0,18.7,North,Tablet
CUST_000137,12.94,13.0,3.0,15.5,West,Tablet
CUST_000138,22.5,19.0,1.0,25.1,North,Tablet
CUST_000139,87.9,25.0,0.0,12.3,West,Tablet
CUST_000140,7.56,39.0,1.0,20.9,East,Desktop
CUST_000141,43.51,25.0,1.0,20.2,West,Desktop
CUST_000142,158.95,26.0,0.0,,West,Mobile
CUST_000143,4.81,22.0,4.0,7.4,North,Desktop
CUST_000144,41.33,34.0,1.0,9.9,North,Mobile
CUST_000145,45.23,18.0,0.0,,West,Tablet
CUST_000146,84.62,35.0,0.0,0.0,West,Tablet
CUST_000147,7.51,22.0,0.0,14.0,West,Desktop
CUST_000148,6.79,13.0,0.0,20.7,East,Desktop
CUST_000149,61.95,26.0,0.0,13.7,East,Desktop
CUST_000150,47.29,25.0,3.0,13.3,North,Mobile
CUST_000151,44.73,22.0,3.0,3.5,West,Desktop
CUST_000152,50.19,30.0,3.0,11.1,West,Tablet
CUST_000153,14.64,27.0,3.0,24.9,West,Tablet
CUST_000154,43.76,31.0,0.0,7.0,West,Desktop
CUST_000155,47.07,23.0,1.0,2.4,West,Tablet
CUST_000156,,25.0,2.0,24.3,West,Tablet
CUST_000157,310.73,,2.0,12.6,West,Tablet
CUST_000158,58.48,25.0,1.0,15.1,East,Tablet
CUST_000159,7.93,28.0,1.0,31.1,East,Tablet
CUST_000160,72.81,26.0,0.0,18.3,East,Mobile
CUST_000161,10.28,6.0,0.0,19.9,West,Tablet
CUST_000162,,24.0,3.0,4.5,West,Desktop
CUST_000163,133.0,,1.0,25.0,West,Mobile
CUST_000164,12.37,10.0,0.0,5.5,West,Desktop
CUST_000165,105.22,31.0,0.0,0.0,West,Mobile
CUST_000166,54.34,17.0,0.0,18.7,East,Tablet
CUST_000167,88.81,34.0,3.0,16.1,North,Tablet
CUST_000168,322.52,22.0,1.0,19.1,West,Desktop
CUST_000169,24.67,17.0,0.0,8.1,West,Desktop
CUST_000170,,14.0,0.0,9.4,East,Desktop
CUST_000171,11.39,39.0,1.0,8.1,West,Tablet
CUST_000172,99.87,17.0,0.0,,West,Tablet
CUST_000173,30.19,61.0,0.0,7.2,West,Desktop
CUST_000174,49.87,16.0,2.0,8.9,East,Tablet
CUST_000175,46.16,24.0,3.0,14.4,West,Desktop
CUST_000176,89.36,32.0,2.0,5.6,North,Desktop
CUST_000177,33.64,37.0,2.0,11.6,East,Desktop
CUST_000178,189.47,14.0,1.0,0.0,West,Tablet
CUST_000179,24.1,25.0,1.0,,North,Desktop
CUST_000180,866.28,20.0,1.0,0.0,East,Tablet
CUST_000181,70.16,40.0,1.0,13.2,West,Tablet
CUST_000182,11.84,29.0,1.0,4.8,East,Mobile
CUST_000183,9.16,29.0,2.0,5.0,West,Tablet
CUST_000184,59.08,19.0,2.0,10.5,East,Tablet
CUST_000185,25.33,17.0,0.0,8.5,West,Tablet
CUST_000186,78.01,22.0,2.0,24.4,West,Tablet
CUST_000187,58.43,29.0,2.0,7.1,West,Desktop
CUST_000188,30.34,18.0,0.0,17.3,West,Tablet
CUST_000189,11.99,9.0,0.0,1.0,East,Tablet
CUST_000190,5.38,35.0,1.0,12.0,East,Mobile
CUST_000191,19.38,13.0,0.0,11.4,West,Desktop
CUST_000192,92.54,27.0,0.0,17.8,West,Desktop
CUST_000193,42.82,29.0,1.0,15.6,West,Tablet
CUST_000194,7.43,26.0,1.0,11.7,West,Desktop
CUST_000195,40.76,33.0,2.0,14.1,West,Desktop
CUST_000196,52.58,24.0,0.0,23.8,North,Tablet
CUST_000197,11.47,18.0,0.0,8.3,East,Tablet
CUST_000198,39.82,34.0,0.0,13.7,West,Desktop
CUST_000199,,32.0,0.0,14.3,East,Desktop
CUST_000200,8.4,28.0,0.0,76.5,West,Desktop
CUST_000201,50.87,24.0,1.0,20.8,East,Tablet
CUST_000202,64.91,14.0,0.0,9.9,West,Tablet
CUST_000203,121.47,28.0,1.0,78.5,West,Mobile
CUST_000204,117.28,17.0,4.0,13.7,North,Tablet
CUST_000205,6.34,17.0,1.0,4.8,East,Tablet
CUST_000206,10.75,23.0,0.0,20.7,West,Tablet
CUST_000207,61.44,13.0,2.0,27.4,North,Tablet
CUST_000208,61.35,16.0,1.0,69.9,West,Desktop
CUST_000209,61.44,33.0,1.0,16.7,East,Tablet
CUST_000210,3372.06,,1.0,22.2,West,Desktop
CUST_000211,65.7,22.0,0.0,14.0,South,Tablet
CUST_000212,129.37,18.0,1.0,21.9,West,Tablet
CUST_000213,104.04,27.0,1.0,,West,Tablet
CUST_000214,72.36,23.0,0.0,27.9,East,Mobile
CUST_000215,22.68,21.0,2.0,22.4,East,Desktop
CUST_000216,82.33,27.0,1.0,23.2,East,Desktop
CUST_000217,13.1,10.0,0.0,24.1,West,Tablet
CUST_000218,24.92,29.0,5.0,16.3,West,Desktop
CUST_000219,18.5,18.0,1.0,16.9,East,Tablet
CUST_000220,36.53,30.0,2.0,,West,Desktop
CUST_000221,532.5,21.0,2.0,,West,Tablet
CUST_000222,,18.0,1.0,16.5,West,Tablet
CUST_000223,75.45,29.0,0.0,14.9,East,Desktop
CUST_000224,4.78,,0.0,23.9,North,Tablet
CUST_000225,18.8,15.0,1.0,4.7,West,Mobile
CUST_000226,122.33,24.0,1.0,15.3,East,Tablet
CUST_000227,35.77,32.0,,11.8,West,Mobile
CUST_000228,9.09,11.0,0.0,20.7,West,Mobile
CUST_000229,14.04,22.0,1.0,21.8,West,Tablet
CUST_000230,74.85,28.0,1.0,26.8,West,Tablet
CUST_000231,13.78,17.0,1.0,18.4,West,Desktop
CUST_000232,42.94,4.0,5.0,13.3,East,Mobile
CUST_000233,34.98,32.0,1.0,22.7,West,Desktop
CUST_000234,15.15,19.0,,14.7,North,Mobile
CUST_000235,433.86,24.0,0.0,,East,Mobile
CUST_000236,70.86,19.0,0.0,10.5,West,Tablet
CUST_000237,2.91,30.0,0.0,11.5,West,Desktop
CUST_000238,41.42,10.0,0.0,35.1,West,Tablet
CUST_000239,14.97,16.0,3.0,27.9,West,Tablet
CUST_000240,92.1,41.0,1.0,7.2,East,Tablet
CUST_000241,12.79,13.0,2.0,25.0,West,Tablet
CUST_000242,28.86,47.0,2.0,19.3,West,Desktop
CUST_000243,60.7,27.0,2.0,6.8,North,Tablet
CUST_000244,93.59,10.0,0.0,6.5,West,Desktop
CUST_000245,7.84,31.0,2.0,19.0,West,Tablet
CUST_000246,22.17,19.0,4.0,0.0,West,Mobile
CUST_000247,18.73,16.0,1.0,32.1,West,Tablet
CUST_000248,15.12,10.0,1.0,15.2,West,Tablet
CUST_000249,275.49,20.0,1.0,,North,Desktop
CUST_000250,53.84,30.0,0.0,5.7,West,Tablet
CUST_000251,7.29,29.0,1.0,22.1,West,Tablet
CUST_000252,99.63,28.0,1.0,,East,Tablet
CUST_000253,,21.0,1.0,17.9,West,Mobile
CUST_000254,114.32,20.0,0.0,28.7,North,Mobile
CUST_000255,5.35,18.0,3.0,14.5,West,Tablet
CUST_000256,18.52,33.0,0.0,20.3,West,Desktop
CUST_000257,151.46,16.0,0.0,127.8,West,Tablet
CUST_000258,14.17,28.0,0.0,,West,Desktop
CUST_000259,56.41,28.0,1.0,19.2,North,Desktop
CUST_000260,83.89,20.0,0.0,24.6,West,Mobile
CUST_000261,10.89,24.0,0.0,17.3,East,Tablet
CUST_000262,30.83,29.0,1.0,21.8,East,Tablet
CUST_000263,0.68,12.0,,6.5,West,Tablet
CUST_000264,9.69,23.0,3.0,21.5,West,Mobile
CUST_000265,24.46,42.0,0.0,19.8,East,Tablet
CUST_000266,7.41,25.0,1.0,15.5,West,Tablet
CUST_000267,234.84,29.0,0.0,0.0,West,Tablet
CUST_000268,5.95,34.0,1.0,26.6,West,Tablet
CUST_000269,,14.0,1.0,12.5,West,Tablet
CUST_000270,38.74,5.0,0.0,5.0,West,Mobile
CUST_000271,186.7,25.0,1.0,12.2,West,Tablet
CUST_000272,,28.0,0.0,9.5,West,Mobile
CUST_000273,133.73,25.0,1.0,13.9,West,Tablet
CUST_000274,,16.0,1.0,8.8,West,Tablet
CUST_000275,10.2,4.0,1.0,21.9,East,Tablet
CUST_000276,57.66,9.0,1.0,11.9,West,Desktop
CUST_000277,42.05,26.0,0.0,16.6,West,Tablet
CUST_000278,,27.0,1.0,5.6,East,Tablet
CUST_000279,36.01,11.0,1.0,33.5,West,Tablet
CUST_000280,20.86,17.0,3.0,12.2,West,Tablet
CUST_000281,,24.0,0.0,16.4,West,Tablet
CUST_000282,73.3,35.0,3.0,10.3,West,Tablet
CUST_000283,222.12,38.0,0.0,21.4,West,Desktop
CUST_000284,7.5,24.0,,26.0,East,Tablet
CUST_000285,428.22,21.0,0.0,20.4,West,Tablet
CUST_000286,3.18,29.0,2.0,26.0,East,Tablet
CUST_000287,27.6,20.0,0.0,19.5,East,Desktop
CUST_000288,67.09,17.0,1.0,21.0,West,Tablet
CUST_000289,,23.0,0.0,17.1,East,Mobile
CUST_000290,15.69,19.0,1.0,17.7,East,Mobile
CUST_000291,25.8,19.0,3.0,23.0,West,Mobile
CUST_000292,18.33,28.0,0.0,22.5,West,Tablet
CUST_000293,16.33,23.0,4.0,5.9,West,Desktop
CUST_000294,91.79,32.0,0.0,24.1,West,Tablet
CUST_000295,50.83,53.0,1.0,21.1,East,Tablet
CUST_000296,14.42,38.0,2.0,9.9,North,Tablet
CUST_000297,97.47,13.0,0.0,11.6,West,Mobile
CUST_000298,47.88,39.0,0.0,25.5,East,Tablet
CUST_000299,87.83,33.0,0.0,25.9,West,Tablet
CUST_000300,70.5,24.0,4.0,11.6,East,Desktop
CUST_000301,12.25,30.0,0.0,23.5,North,Tablet
CUST_000302,16.91,24.0,4.0,15.0,North,Tablet
CUST_000303,81.19,48.0,1.0,20.1,West,Tablet
CUST_000304,68.89,19.0,3.0,23.7,North,Tablet
CUST_000305,32.3,15.0,0.0,18.7,West,Mobile
CUST_000306,38.12,34.0,,25.3,East,Tablet
CUST_000307,153.42,13.0,0.0,25.6,West,Tablet
CUST_000308,16.28,12.0,0.0,19.7,West,Tablet
CUST_000309,63.85,14.0,2.0,12.1,West,Tablet
CUST_000310,25.98,24.0,2.0,27.7,South,Mobile
CUST_000311,25.5,19.0,0.0,0.1,West,Tablet
CUST_000312,123.78,12.0,3.0,,West,Tablet
CUST_000313,89.17,20.0,1.0,15.5,East,Desktop
CUST_000314,87.9,19.0,1.0,7.9,North,Tablet
CUST_000315,158.63,46.0,1.0,17.0,West,Mobile
CUST_000316,33.96,37.0,1.0,20.1,East,Desktop
CUST_000317,75.06,12.0,0.0,18.1,East,Tablet
CUST_000318,22.82,17.0,1.0,11.1,West,Tablet
CUST_000319,48.86,24.0,4.0,15.6,North,Tablet
CUST_000320,327.74,24.0,1.0,3.4,West,Mobile
CUST_000321,37.2,32.0,0.0,14.9,West,Mobile
CUST_000322,67.64,31.0,3.0,25.7,West,Tablet
CUST_000323,,20.0,0.0,20.2,West,Desktop
CUST_000324,407.84,21.0,0.0,17.6,East,Desktop
CUST_000325,9.9,30.0,3.0,19.9,West,Tablet
CUST_000326,7.71,24.0,0.0,16.2,North,Tablet
CUST_000327,132.92,17.0,1.0,20.1,West,Desktop
CUST_000328,85.63,,0.0,17.6,West,Tablet
CUST_000329,70.03,18.0,1.0,19.8,East,Mobile
CUST_000330,70.39,23.0,0.0,5.4,North,Tablet
CUST_000331,32.63,19.0,0.0,10.9,North,Tablet
CUST_000332,11.28,21.0,1.0,12.7,West,Mobile
CUST_000333,36.27,35.0,3.0,7.8,East,Tablet
CUST_000334,14.69,25.0,0.0,21.6,West,Desktop
CUST_000335,106.71,36.0,1.0,16.3,East,Desktop
CUST_000336,27.76,40.0,3.0,,West,Desktop
CUST_000337,12.3,35.0,2.0,16.2,West,Mobile
CUST_000338,22.52,24.0,0.0,7.0,West,Mobile
CUST_000339,54.35,20.0,2.0,12.1,West,Desktop
CUST_000340,16.84,19.0,0.0,16.4,West,Tablet
CUST_000341,12.35,8.0,1.0,23.5,East,Tablet
CUST_000342,44.36,,3.0,26.8,East,Tablet
CUST_000343,44.43,27.0,0.0,19.5,South,Desktop
CUST_000344,18.02,39.0,,7.8,West,Mobile
CUST_000345,18.82,34.0,3.0,11.4,West,Tablet
CUST_000346,43.75,26.0,3.0,29.9,East,Tablet
CUST_000347,5.83,8.0,1.0,0.0,East,Tablet
CUST_000348,6.12,19.0,0.0,2.3,West,Tablet
CUST_000349,13.98,20.0,2.0,21.9,North,Tablet
CUST_000350,25.63,24.0,1.0,11.5,West,Mobile
CUST_000351,48.09,33.0,3.0,25.1,East,Tablet
CUST_000352,194.5,16.0,0.0,8.4,West,Tablet
CUST_000353,92.68,31.0,2.0,14.0,East,Mobile
CUST_000354,27.33,25.0,1.0,21.4,West,Tablet
CUST_000355,32.37,11.0,3.0,10.1,West,Tablet
CUST_000356,9.94,38.0,1.0,7.1,West,Desktop
CUST_000357,32.39,34.0,0.0,2.5,East,Desktop
CUST_000358,23.42,38.0,2.0,9.4,West,Desktop
CUST_000359,48.78,19.0,1.0,23.8,North,Tablet
CUST_000360,12.27,20.0,0.0,17.0,South,Tablet
CUST_000361,61.76,31.0,1.0,25.5,West,Desktop
CUST_000362,208.36,25.0,1.0,18.2,East,Tablet
CUST_000363,29.06,33.0,1.0,17.3,West,Desktop
CUST_000364,53.63,28.0,1.0,7.2,West,Tablet
CUST_000365,75.81,9.0,3.0,6.2,East,Tablet
CUST_000366,20.46,15.0,,,West,Tablet
CUST_000367,43.33,27.0,3.0,4.2,West,Tablet
CUST_000368,33.62,13.0,0.0,22.9,East,Desktop
CUST_000369,37.23,19.0,1.0,17.1,East,Mobile
CUST_000370,13.1,19.0,0.0,24.2,West,Desktop
CUST_000371,34.1,29.0,2.0,12.9,West,Desktop
CUST_000372,60.2,18.0,1.0,6.9,West,Tablet
CUST_000373,188.93,47.0,3.0,23.8,West,Tablet
CUST_000374,104.7,14.0,0.0,15.3,West,Tablet
CUST_000375,,10.0,2.0,13.9,West,Tablet
CUST_000376,13.19,18.0,,27.0,East,Mobile
CUST_000377,94.33,13.0,1.0,40.8,West,Tablet
CUST_000378,41.26,30.0,1.0,0.0,West,Desktop
CUST_000379,458.41,24.0,2.0,11.4,East,Tablet
CUST_000380,12.55,17.0,1.0,11.8,West,Tablet
CUST_000381,12.09,27.0,7.0,4.3,West,Tablet
CUST_000382,16.13,15.0,2.0,19.1,East,Tablet
CUST_000383,2.59,24.0,0.0,8.7,West,Tablet
CUST_000384,17.62,19.0,0.0,11.7,West,Desktop
CUST_000385,13.32,38.0,1.0,8.4,West,Desktop
CUST_000386,39.67,17.0,1.0,12.7,West,Tablet
CUST_000387,49.9,14.0,2.0,0.0,West,Mobile
CUST_000388,314.63,21.0,2.0,1.8,West,Tablet
CUST_000389,103.6,10.0,1.0,0.0,East,Mobile
CUST_000390,,18.0,0.0,16.0,West,Mobile
CUST_000391,11.27,39.0,3.0,81.7,West,Mobile
CUST_000392,59.76,31.0,1.0,19.4,West,Desktop
CUST_000393,6.79,25.0,0.0,,West,Tablet
CUST_000394,298.2,28.0,0.0,13.4,West,Mobile
CUST_000395,136.36,13.0,0.0,17.0,West,Desktop
CUST_000396,18.86,23.0,0.0,17.3,West,Tablet
CUST_000397,4.24,22.0,2.0,11.1,West,Tablet
CUST_000398,168.11,36.0,2.0,4.9,East,Mobile
CUST_000399,28.86,16.0,1.0,26.6,West,Mobile
CUST_000400,146.26,25.0,0.0,3.8,West,Tablet
CUST_000401,4.89,20.0,0.0,5.1,West,Tablet
CUST_000402,16.13,18.0,5.0,15.1,North,Tablet
CUST_000403,33.32,36.0,4.0,18.9,West,Mobile
CUST_000404,35.04,45.0,0.0,18.3,West,Tablet
CUST_000405,19.3,39.0,0.0,22.5,West,Tablet
CUST_000406,69.92,14.0,3.0,16.2,West,Tablet
CUST_000407,9.2,22.0,0.0,23.7,North,Tablet
CUST_000408,27.91,30.0,0.0,6.3,West,Mobile
CUST_000409,38.26,14.0,,27.5,East,Tablet
CUST_000410,61.39,11.0,1.0,4.2,West,Mobile
CUST_000411,77.78,25.0,0.0,4.4,West,Mobile
CUST_000412,8.59,26.0,1.0,13.8,South,Tablet
CUST_000413,,30.0,1.0,19.2,North,Tablet
CUST_000414,153.43,21.0,1.0,22.0,North,Tablet
CUST_000415,49.34,23.0,4.0,1.6,West,Desktop
CUST_000416,13.49,21.0,1.0,16.2,West,Desktop
CUST_000417,213.02,12.0,0.0,9.6,West,Tablet
CUST_000418,38.05,23.0,1.0,10.7,North,Tablet
CUST_000419,136.34,19.0,1.0,31.9,West,Tablet
CUST_000420,35.91,33.0,1.0,19.9,East,Mobile
CUST_000421,392.64,16.0,3.0,10.5,East,Desktop
CUST_000422,272.17,14.0,3.0,16.5,West,Mobile
CUST_000423,24.56,19.0,2.0,0.0,North,Desktop
CUST_000424,106.26,20.0,0.0,6.6,North,Tablet
CUST_000425,71.84,23.0,0.0,11.8,West,Tablet
CUST_000426,171.12,23.0,1.0,14.4,East,Desktop
CUST_000427,10.4,19.0,1.0,13.9,West,Tablet
CUST_000428,75.43,39.0,2.0,18.5,West,Tablet
CUST_000429,117.93,20.0,2.0,13.8,West,Tablet
CUST_000430,4.01,28.0,1.0,16.9,East,Mobile
CUST_000431,8.01,28.0,3.0,12.3,West,Tablet
CUST_000432,2.87,9.0,3.0,,West,Mobile
CUST_000433,23.97,23.0,0.0,18.7,West,Mobile
CUST_000434,78.34,34.0,0.0,10.5,West,Tablet
CUST_000435,200.9,24.0,2.0,21.9,East,Mobile
CUST_000436,36.19,21.0,4.0,15.9,West,Tablet
CUST_000437,233.77,31.0,,15.4,West,Tablet
CUST_000438,6.32,43.0,1.0,33.0,North,Desktop
CUST_000439,4.29,36.0,0.0,6.2,West,Tablet
CUST_000440,30.98,5.0,3.0,26.8,West,Mobile
CUST_000441,52.5,21.0,2.0,12.9,East,Tablet
CUST_000442,,33.0,0.0,14.5,West,Desktop
CUST_000443,2.77,20.0,0.0,17.0,West,Tablet
CUST_000444,29.76,,2.0,15.2,West,Desktop
CUST_000445,6.92,15.0,4.0,11.5,North,Desktop
CUST_000446,73.97,38.0,1.0,11.2,West,Mobile
CUST_000447,51.41,15.0,0.0,25.4,North,Tablet
CUST_000448,10.72,33.0,4.0,11.9,West,Tablet
CUST_000449,17.87,12.0,3.0,15.6,North,Mobile
CUST_000450,9.29,20.0,0.0,0.0,East,Mobile
CUST_000451,30.72,36.0,2.0,18.4,North,Tablet
CUST_000452,104.19,22.0,1.0,18.8,West,Tablet
CUST_000453,10.15,14.0,,6.3,West,Mobile
CUST_000454,60.63,27.0,1.0,28.5,East,Mobile
CUST_000455,17.53,27.0,0.0,15.4,West,Tablet
CUST_000456,12.79,14.0,0.0,21.4,West,Desktop
CUST_000457,29.12,23.0,4.0,6.5,West,Desktop
CUST_000458,9.56,39.0,2.0,20.3,West,Tablet
CUST_000459,17.04,,2.0,10.1,East,Tablet
CUST_000460,7.87,22.0,1.0,11.1,West,Desktop
CUST_000461,349.91,34.0,0.0,9.5,West,Tablet
CUST_000462,34.55,16.0,0.0,17.4,East,Tablet
CUST_000463,14.3,22.0,0.0,23.3,West,Desktop
CUST_000464,42.81,7.0,0.0,21.8,West,Tablet
CUST_000465,28.94,41.0,0.0,12.0,East,Desktop
CUST_000466,,14.0,1.0,6.0,West,Tablet
CUST_000467,69.2,21.0,0.0,6.0,West,Tablet
CUST_000468,82.19,23.0,0.0,17.3,North,Tablet
CUST_000469,17.52,32.0,1.0,7.1,West,Tablet
CUST_000470,16.59,37.0,2.0,13.3,West,Tablet
CUST_000471,23.81,14.0,1.0,22.4,West,Desktop
CUST_000472,2.09,56.0,1.0,,West,Tablet
CUST_000473,5.38,42.0,0.0,27.8,West,Desktop
