customer_id,group,revenue,clicks,conversions,session_duration,region,device_type
CUST_006815,Group_C,11.25,16.0,0.0,24.2,South,Mobile
CUST_000319,Group_A,31.47,8.0,0.0,18.1,East,Tablet
CUST_007291,Group_C,22.61,11.0,0.0,13.8,North,Tablet
CUST_008778,Group_C,18.49,7.0,0.0,12.9,East,Mobile
CUST_009675,Group_C,29.39,15.0,0.0,17.1,East,Desktop
CUST_000347,Group_A,82.29,9.0,0.0,9.5,South,Mobile
CUST_007937,Group_C,14.85,8.0,4.0,8.5,East,Tablet
CUST_005057,Group_B,131.19,10.0,0.0,4.2,South,Desktop
CUST_004344,Group_B,70.54,10.0,0.0,8.2,West,Mobile
CUST_003111,Group_B,328.73,12.0,0.0,12.4,East,Mobile
CUST_009295,Group_C,5.26,9.0,1.0,29.0,East,Mobile
CUST_007767,Group_C,876.07,8.0,0.0,11.2,East,Mobile
CUST_006827,Group_C,6.46,2.0,3.0,13.7,West,Mobile
CUST_005936,Group_B,62.2,10.0,0.0,8.2,South,Tablet
CUST_008040,Group_C,41.22,9.0,0.0,14.7,North,Tablet
CUST_006516,Group_C,3.95,9.0,2.0,10.3,East,Desktop
CUST_006323,Group_B,40.78,10.0,0.0,21.8,North,Mobile
CUST_007911,Group_C,3.02,7.0,0.0,9.4,West,Mobile
CUST_008831,Group_C,37.29,7.0,0.0,11.2,West,Mobile
CUST_008037,Group_C,40.87,10.0,1.0,16.7,East,Mobile
CUST_004111,Group_B,64.21,7.0,0.0,0.0,North,Mobile
CUST_003423,Group_B,13.04,10.0,0.0,2.0,South,Desktop
CUST_009842,Group_C,150.66,5.0,0.0,10.1,North,Mobile
CUST_004487,Group_B,2.71,12.0,0.0,15.4,West,Mobile
CUST_002013,Group_A,88.89,11.0,1.0,12.8,South,Desktop
CUST_002856,Group_A,138.25,7.0,0.0,5.2,West,Mobile
CUST_003081,Group_B,85.98,10.0,0.0,20.5,South,Desktop
CUST_005763,Group_B,3.84,6.0,0.0,21.8,East,Mobile
CUST_001156,Group_A,8.88,13.0,0.0,12.2,East,Tablet
CUST_008559,Group_C,53.55,12.0,1.0,11.9,South,Desktop
CUST_007181,Group_C,27.7,16.0,0.0,20.7,West,Tablet
CUST_005550,Group_B,127.06,11.0,1.0,37.9,West,Tablet
CUST_006775,Group_C,10.61,4.0,0.0,10.5,North,Mobile
CUST_006072,Group_B,81.43,7.0,0.0,31.4,East,Mobile
CUST_000867,Group_A,21.9,15.0,0.0,16.5,North,Mobile
CUST_008635,Group_C,3791.4,8.0,1.0,18.0,West,Mobile
CUST_007769,Group_C,101.08,13.0,0.0,17.9,South,Mobile
CUST_001684,Group_A,62.66,5.0,2.0,20.2,North,Tablet
CUST_008270,Group_C,7.43,13.0,1.0,17.6,East,Mobile
CUST_000796,Group_A,73.06,5.0,2.0,24.1,South,Tablet
CUST_002772,Group_A,39.09,16.0,0.0,6.8,West,Mobile
CUST_001693,Group_A,12.12,8.0,0.0,14.1,North,Tablet
CUST_001886,Group_A,265.23,17.0,0.0,21.7,West,Mobile
CUST_000312,Group_A,9.11,9.0,2.0,11.2,East,Mobile
CUST_008965,Group_C,34.7,9.0,0.0,21.3,South,Desktop
CUST_007464,Group_C,39.41,10.0,2.0,5.7,South,Mobile
CUST_001769,Group_A,157.44,6.0,0.0,13.4,North,Mobile
CUST_009771,Group_C,21.9,9.0,0.0,18.8,North,Desktop
CUST_005713,Group_B,11.93,11.0,1.0,11.9,West,Tablet
CUST_002139,Group_A,80.06,6.0,1.0,20.5,North,Mobile
CUST_000607,Group_A,153.34,8.0,0.0,6.2,South,Mobile
CUST_007627,Group_C,83.72,9.0,0.0,17.9,West,Tablet
CUST_009457,Group_C,89.96,8.0,0.0,3.7,South,Desktop
CUST_009491,Group_C,26.38,9.0,1.0,24.5,North,Mobile
CUST_008668,Group_C,23.67,11.0,0.0,20.2,East,Tablet
CUST_002961,Group_A,19.35,11.0,0.0,24.1,East,Mobile
CUST_009811,Group_C,200.34,5.0,0.0,23.1,East,Desktop
CUST_002475,Group_A,27.8,13.0,0.0,10.2,East,Desktop
CUST_001161,Group_A,35.24,8.0,0.0,10.1,North,Desktop
CUST_002076,Group_A,18.63,18.0,2.0,23.9,South,Tablet
CUST_008691,Group_C,101.56,9.0,0.0,16.7,West,Tablet
CUST_007799,Group_C,36.16,9.0,0.0,20.0,West,Mobile
CUST_004029,Group_B,19.6,10.0,0.0,11.0,West,Desktop
CUST_003102,Group_B,32.62,8.0,0.0,30.2,West,Tablet
CUST_008338,Group_C,4.69,15.0,0.0,7.9,West,Mobile
CUST_005462,Group_B,10.94,6.0,1.0,22.7,East,Mobile
CUST_008373,Group_C,50.1,11.0,0.0,13.1,South,Mobile
CUST_003841,Group_B,63.27,7.0,0.0,14.3,North,Desktop
CUST_002234,Group_A,43.23,10.0,0.0,13.4,South,Desktop
CUST_008636,Group_C,76.63,12.0,2.0,1.5,North,Desktop
CUST_002345,Group_A,219.46,10.0,1.0,24.7,North,Desktop
CUST_009575,Group_C,1.22,7.0,0.0,0.6,East,Tablet
CUST_004193,Group_B,70.33,10.0,2.0,13.2,East,Desktop
CUST_002329,Group_A,6.96,13.0,1.0,21.5,North,Mobile
CUST_000004,Group_A,14.99,9.0,0.0,15.0,East,Mobile
CUST_002302,Group_A,13.16,11.0,1.0,16.2,North,Mobile
CUST_001285,Group_A,29.46,10.0,0.0,28.8,South,Tablet
CUST_005422,Group_B,5.85,9.0,0.0,16.8,West,Mobile
CUST_002931,Group_A,28.04,7.0,0.0,7.2,West,Desktop
CUST_008041,Group_C,44.86,7.0,0.0,19.1,West,Desktop
CUST_000252,Group_A,83.35,9.0,0.0,26.1,West,Desktop
CUST_009869,Group_C,20.11,15.0,1.0,17.7,West,Tablet
CUST_001069,Group_A,34.35,10.0,0.0,13.9,South,Mobile
CUST_004075,Group_B,12.32,7.0,0.0,5.2,East,Tablet
CUST_005971,Group_B,31.65,9.0,0.0,7.3,East,Mobile
CUST_000458,Group_A,47.45,8.0,0.0,29.9,East,Tablet
CUST_002288,Group_A,53.22,13.0,0.0,12.9,South,Mobile
CUST_003413,Group_B,129.99,4.0,0.0,5.6,East,Tablet
CUST_003563,Group_B,72.35,4.0,1.0,8.4,North,Desktop
CUST_007052,Group_C,25.44,13.0,1.0,13.5,West,Desktop
CUST_006825,Group_C,11.16,7.0,1.0,14.6,South,Desktop
CUST_000669,Group_A,44.29,3.0,1.0,19.2,South,Mobile
CUST_007665,Group_C,27.76,10.0,0.0,19.2,North,Mobile
CUST_004418,Group_B,2.02,8.0,1.0,15.4,North,Desktop
CUST_004657,Group_B,23.3,9.0,1.0,17.9,East,Desktop
CUST_001567,Group_A,76.72,11.0,0.0,7.0,South,Tablet
CUST_006833,Group_C,176.2,12.0,2.0,23.7,North,Tablet
CUST_002749,Group_A,28.49,13.0,0.0,30.2,South,Mobile
CUST_009275,Group_C,19.41,12.0,0.0,15.2,North,Mobile
CUST_001577,Group_A,237.91,11.0,1.0,21.7,North,Tablet
CUST_008371,Group_C,105.63,10.0,3.0,9.9,West,Tablet
CUST_009153,Group_C,12.6,10.0,0.0,7.7,North,Mobile
CUST_003060,Group_B,58.32,12.0,0.0,4.8,North,Desktop
CUST_004748,Group_B,12.66,12.0,0.0,9.2,East,Desktop
CUST_008508,Group_C,82.41,10.0,0.0,34.9,West,Desktop
CUST_000120,Group_A,696.59,5.0,0.0,24.5,West,Tablet
CUST_002099,Group_A,76.99,9.0,0.0,25.4,South,Mobile
CUST_005425,Group_B,11.54,6.0,0.0,22.3,East,Mobile
CUST_003296,Group_B,13.5,14.0,1.0,15.2,East,Mobile
CUST_004990,Group_B,22.86,11.0,1.0,10.1,South,Mobile
CUST_008810,Group_C,33.22,9.0,0.0,13.0,South,Tablet
CUST_007678,Group_C,50.59,8.0,2.0,27.8,East,Tablet
CUST_007154,Group_C,33.44,12.0,1.0,20.9,North,Desktop
CUST_004956,Group_B,10.21,6.0,0.0,8.9,West,Desktop
CUST_000544,Group_A,43.37,10.0,0.0,12.6,East,Mobile
CUST_001719,Group_A,69.81,11.0,1.0,4.5,East,Desktop
CUST_003275,Group_B,73.02,9.0,1.0,21.7,North,Desktop
CUST_009331,Group_C,71.61,8.0,1.0,23.1,East,Desktop
CUST_007898,Group_C,1.52,13.0,0.0,0.0,South,Mobile
CUST_001292,Group_A,8.8,13.0,0.0,18.1,North,Tablet
CUST_004023,Group_B,11.77,1.0,0.0,0.0,East,Mobile
CUST_008515,Group_C,6.03,19.0,1.0,22.3,East,Mobile
CUST_000766,Group_A,40.95,10.0,0.0,17.0,South,Desktop
CUST_008262,Group_C,54.69,7.0,1.0,12.0,East,Tablet
CUST_006197,Group_B,9.54,7.0,0.0,32.1,East,Desktop
CUST_007546,Group_C,2.85,10.0,1.0,12.7,South,Desktop
CUST_000097,Group_A,13.72,7.0,0.0,8.8,East,Desktop
CUST_003153,Group_B,20.5,8.0,0.0,11.9,North,Tablet
CUST_003783,Group_B,195.09,9.0,1.0,15.5,South,Mobile
CUST_000971,Group_A,60.84,8.0,0.0,0.0,North,Mobile
CUST_004182,Group_B,62.12,8.0,0.0,17.2,East,Desktop
CUST_004484,Group_B,67.05,12.0,3.0,22.2,North,Mobile
CUST_009240,Group_C,17.54,9.0,0.0,1.9,West,Mobile
CUST_003896,Group_B,46.63,17.0,0.0,7.4,South,Desktop
CUST_004705,Group_B,10.62,8.0,0.0,17.5,East,Desktop
CUST_009159,Group_C,31.06,14.0,1.0,14.4,West,Desktop
CUST_009776,Group_C,12.27,9.0,1.0,27.9,East,Desktop
CUST_001455,Group_A,13.8,11.0,0.0,21.7,West,Desktop
CUST_007527,Group_C,14.46,12.0,0.0,16.6,East,Tablet
CUST_007921,Group_C,45.93,8.0,0.0,18.1,North,Tablet
CUST_000488,Group_A,21.81,11.0,2.0,7.1,North,Desktop
CUST_001685,Group_A,3.49,5.0,0.0,17.3,South,Tablet
CUST_004141,Group_B,15.34,12.0,0.0,9.5,West,Tablet
CUST_005614,Group_B,12.51,13.0,1.0,19.0,West,Desktop
CUST_008284,Group_C,111.32,11.0,0.0,27.7,North,Mobile
CUST_007583,Group_C,10.5,8.0,0.0,18.8,North,Desktop
CUST_009015,Group_C,16.63,15.0,1.0,19.0,West,Desktop
CUST_002883,Group_A,8.07,13.0,1.0,33.5,South,Tablet
CUST_002904,Group_A,50.51,11.0,0.0,12.1,West,Mobile
CUST_003551,Group_B,122.56,8.0,0.0,14.5,South,Mobile
CUST_001517,Group_A,11.63,11.0,0.0,1.8,West,Tablet
CUST_002406,Group_A,118.25,10.0,0.0,20.3,East,Tablet
CUST_004641,Group_B,47.14,11.0,0.0,12.4,South,Desktop
CUST_009113,Group_C,13.79,8.0,1.0,2.8,South,Mobile
CUST_006467,Group_B,4.47,9.0,1.0,29.0,West,Desktop
CUST_007051,Group_C,1.81,7.0,0.0,16.1,West,Desktop
CUST_001057,Group_A,10.5,17.0,0.0,5.9,South,Desktop
CUST_003438,Group_B,189.04,13.0,1.0,9.0,South,Mobile
CUST_001863,Group_A,56.84,7.0,0.0,11.3,North,Desktop
CUST_006241,Group_B,22.21,11.0,1.0,18.0,West,Desktop
CUST_006770,Group_C,39.3,9.0,0.0,13.7,South,Desktop
CUST_001531,Group_A,13.22,9.0,0.0,18.4,West,Tablet
CUST_001731,Group_A,52.4,8.0,1.0,7.7,West,Tablet
CUST_007396,Group_C,101.79,12.0,1.0,18.7,West,Tablet
CUST_008157,Group_C,112.31,9.0,1.0,16.8,South,Mobile
CUST_007732,Group_C,11.66,13.0,1.0,19.6,West,Desktop
CUST_003012,Group_B,72.44,18.0,0.0,16.2,East,Tablet
CUST_002886,Group_A,5.23,8.0,0.0,14.0,West,Desktop
CUST_006803,Group_C,7.38,11.0,0.0,17.8,North,Desktop
CUST_004642,Group_B,116.93,9.0,0.0,18.0,West,Desktop
CUST_004581,Group_B,1.53,8.0,2.0,11.2,South,Mobile
CUST_000938,Group_A,19.15,9.0,1.0,4.1,North,Desktop
CUST_004056,Group_B,57.07,7.0,0.0,7.1,South,Mobile
CUST_006714,Group_C,34.03,5.0,0.0,7.7,East,Desktop
CUST_005740,Group_B,24.43,14.0,0.0,4.3,West,Tablet
CUST_005101,Group_B,1.81,9.0,0.0,16.4,South,Mobile
CUST_001635,Group_A,11.95,10.0,0.0,16.6,North,Tablet
CUST_006473,Group_B,8.5,11.0,0.0,13.1,East,Desktop
CUST_003860,Group_B,19.17,13.0,0.0,19.6,North,Mobile
CUST_000108,Group_A,95.21,14.0,0.0,17.5,North,Mobile
CUST_009762,Group_C,89.69,4.0,1.0,8.5,West,Tablet
CUST_003615,Group_B,91.24,17.0,1.0,18.3,North,Mobile
CUST_005012,Group_B,26.77,11.0,0.0,21.2,West,Mobile
CUST_008137,Group_C,39.93,14.0,1.0,0.0,West,Tablet
CUST_005385,Group_B,39.51,9.0,0.0,9.6,South,Tablet
CUST_009561,Group_C,46.92,11.0,2.0,22.2,North,Tablet
CUST_001374,Group_A,57.45,9.0,1.0,7.1,South,Desktop
CUST_007449,Group_C,130.51,8.0,0.0,21.5,East,Mobile
CUST_006626,Group_C,13.66,9.0,1.0,0.0,South,Tablet
CUST_003886,Group_B,21.57,12.0,0.0,19.0,West,Tablet
CUST_005557,Group_B,122.03,11.0,0.0,13.1,South,Mobile
CUST_001278,Group_A,7.52,8.0,1.0,2.0,West,Mobile
CUST_005262,Group_B,61.81,9.0,1.0,12.2,West,Tablet
CUST_001656,Group_A,25.85,7.0,1.0,20.7,North,Tablet
CUST_003847,Group_B,40.21,4.0,0.0,14.6,North,Tablet
CUST_003533,Group_B,8.39,14.0,0.0,34.0,East,Mobile
CUST_002459,Group_A,13.06,12.0,1.0,17.7,East,Mobile
CUST_008424,Group_C,25.46,10.0,3.0,34.6,East,Mobile
CUST_000501,Group_A,103.19,12.0,1.0,20.0,East,Mobile
CUST_004085,Group_B,38.19,14.0,0.0,13.8,North,Desktop
CUST_009921,Group_C,235.75,8.0,0.0,1.8,North,Mobile
CUST_009022,Group_C,26.18,12.0,0.0,32.1,East,Mobile
CUST_009576,Group_C,7.25,13.0,2.0,4.3,West,Mobile
CUST_002516,Group_A,151.73,11.0,2.0,22.9,East,Desktop
CUST_001836,Group_A,5.85,12.0,0.0,17.2,West,Mobile
CUST_002326,Group_A,88.97,8.0,0.0,17.3,North,Tablet
CUST_006170,Group_B,931.69,6.0,0.0,15.4,East,Desktop
CUST_008005,Group_C,14.85,11.0,2.0,12.6,South,Mobile
CUST_002985,Group_A,12.28,12.0,0.0,14.4,South,Tablet
CUST_006071,Group_B,85.89,4.0,0.0,15.3,West,Mobile
CUST_002863,Group_A,24.36,10.0,1.0,19.8,West,Tablet
CUST_003465,Group_B,13.62,12.0,0.0,14.0,North,Desktop
CUST_007483,Group_C,10.76,7.0,0.0,27.8,East,Desktop
CUST_001225,Group_A,34.29,9.0,0.0,17.5,East,Mobile
CUST_006614,Group_C,50.9,9.0,0.0,4.1,North,Mobile
CUST_009464,Group_C,11.31,10.0,0.0,9.2,East,Tablet
CUST_008999,Group_C,45.9,5.0,1.0,15.2,East,Desktop
CUST_004041,Group_B,305.42,9.0,0.0,14.1,East,Mobile
CUST_000305,Group_A,291.83,5.0,0.0,5.6,North,Mobile
CUST_001268,Group_A,9.89,11.0,0.0,20.5,West,Desktop
CUST_003112,Group_B,12.92,11.0,0.0,22.3,South,Desktop
CUST_002743,Group_A,89.83,8.0,0.0,18.4,North,Mobile
CUST_006082,Group_B,77.94,8.0,0.0,6.8,West,Mobile
CUST_007458,Group_C,13.71,11.0,2.0,7.9,West,Tablet
CUST_008067,Group_C,2.59,11.0,2.0,14.1,North,Desktop
CUST_006777,Group_C,47.9,9.0,2.0,12.0,West,Mobile
CUST_008932,Group_C,39.62,10.0,0.0,6.8,West,Mobile
CUST_009695,Group_C,61.72,8.0,0.0,17.6,South,Desktop
CUST_008614,Group_C,14.79,7.0,0.0,17.5,North,Tablet
CUST_000593,Group_A,8.09,16.0,0.0,12.8,West,Tablet
CUST_003818,Group_B,31.29,4.0,0.0,16.6,West,Tablet
CUST_003230,Group_B,41.15,15.0,0.0,14.9,East,Desktop
CUST_005701,Group_B,43.01,3.0,0.0,13.8,East,Tablet
CUST_006760,Group_C,13.01,10.0,2.0,25.5,West,Mobile
CUST_007959,Group_C,53.68,12.0,0.0,21.5,East,Tablet
CUST_004393,Group_B,24.57,8.0,0.0,11.8,West,Mobile
CUST_003329,Group_B,20.73,11.0,2.0,11.7,North,Tablet
CUST_000470,Group_A,7.44,8.0,1.0,15.8,East,Desktop
CUST_003486,Group_B,6.81,10.0,1.0,16.9,West,Mobile
CUST_003096,Group_B,8.57,11.0,0.0,16.7,East,Mobile
CUST_006395,Group_B,49.38,10.0,1.0,18.4,East,Desktop
CUST_006922,Group_C,205.22,11.0,2.0,14.0,West,Desktop
CUST_007441,Group_C,33.6,13.0,0.0,15.3,East,Tablet
CUST_006934,Group_C,55.19,12.0,1.0,16.8,East,Desktop
CUST_003814,Group_B,14.58,10.0,0.0,23.6,North,Mobile
CUST_008216,Group_C,22.54,13.0,0.0,4.2,East,Tablet
CUST_001022,Group_A,34.14,15.0,1.0,15.6,South,Mobile
CUST_002454,Group_A,33.86,9.0,0.0,6.6,West,Mobile
CUST_004234,Group_B,11.1,11.0,1.0,17.5,South,Tablet
CUST_004216,Group_B,983.91,9.0,0.0,25.3,East,Desktop
CUST_006754,Group_C,5.2,6.0,0.0,17.9,North,Desktop
CUST_008971,Group_C,105.87,9.0,0.0,4.5,East,Desktop
CUST_008672,Group_C,98.63,5.0,1.0,7.8,West,Mobile
CUST_007271,Group_C,77.8,8.0,1.0,18.9,North,Mobile
CUST_008024,Group_C,26.65,11.0,1.0,30.8,South,Mobile
CUST_004272,Group_B,655.87,10.0,0.0,13.3,North,Desktop
CUST_002031,Group_A,1.1,8.0,1.0,5.5,South,Tablet
CUST_007556,Group_C,67.88,10.0,2.0,11.9,East,Tablet
CUST_002890,Group_A,132.66,11.0,0.0,8.8,East,Mobile
CUST_003943,Group_B,66.4,14.0,1.0,12.2,West,Tablet
CUST_001906,Group_A,2.53,12.0,0.0,10.3,West,Tablet
CUST_001088,Group_A,27.69,10.0,0.0,20.8,West,Tablet
CUST_001692,Group_A,162.29,14.0,0.0,7.6,East,Mobile
CUST_004741,Group_B,78.62,9.0,0.0,18.0,North,Tablet
CUST_000322,Group_A,467.44,10.0,0.0,22.6,East,Tablet
CUST_000928,Group_A,21.34,6.0,1.0,31.1,South,Tablet
CUST_001513,Group_A,5.91,8.0,0.0,23.3,South,Mobile
CUST_001808,Group_A,155.23,11.0,1.0,22.9,North,Desktop
CUST_002407,Group_A,93.17,8.0,0.0,30.7,North,Tablet
CUST_008567,Group_C,96.91,9.0,1.0,29.5,East,Mobile
CUST_003280,Group_B,12.48,10.0,0.0,31.9,East,Tablet
CUST_009983,Group_C,231.7,10.0,1.0,6.9,North,Desktop
CUST_005381,Group_B,7.98,10.0,2.0,23.4,South,Mobile
CUST_000081,Group_A,18.35,15.0,0.0,27.9,North,Mobile
CUST_000636,Group_A,15.76,6.0,1.0,15.3,North,Tablet
CUST_004515,Group_B,21.98,6.0,1.0,27.7,West,Tablet
CUST_009323,Group_C,108.58,8.0,1.0,19.0,North,Mobile
CUST_008959,Group_C,35.8,5.0,0.0,24.6,East,Tablet
CUST_001369,Group_A,13.95,8.0,1.0,26.5,North,Mobile
CUST_008730,Group_C,6.9,12.0,1.0,17.1,East,Tablet
CUST_000132,Group_A,21.82,10.0,1.0,17.0,West,Desktop
CUST_002479,Group_A,48.21,14.0,0.0,13.7,West,Mobile
CUST_004059,Group_B,33.09,10.0,2.0,0.0,South,Mobile
