customer_id,group,revenue,revenue_pre,revenue_post,engagement_score,engagement_score_pre,engagement_score_post,support_tickets,support_tickets_pre,support_tickets_post,customer_churned,new_customer,region,device_type
CUST_001964,Control,114.64,109.59,114.64,46.54,46.2,46.54,2.13,2.0,2.13,0,0,South,Desktop
CUST_008244,Treatment,5.85,5.02,5.85,58.41,48.99,58.41,2.4,3.0,2.4,0,1,West,Tablet
CUST_006591,Treatment,48.98,41.52,48.98,67.2,55.18,67.2,3.7,5.0,3.7,0,0,West,Mobile
CUST_008848,Treatment,66.34,56.79,66.34,61.39,49.26,61.39,3.7,5.0,3.7,0,1,South,Desktop
CUST_000322,Control,18.31,17.16,18.31,49.2,49.14,49.2,2.14,2.0,2.14,1,1,North,Desktop
CUST_002679,Control,4.4,4.24,4.4,42.91,43.31,42.91,3.33,3.0,3.33,0,1,West,Desktop
CUST_004626,Control,11.84,11.22,11.84,54.59,54.89,54.59,5.3,5.0,5.3,0,0,South,Desktop
CUST_004950,Control,25.04,23.49,25.04,50.06,50.17,50.06,2.14,2.0,2.14,0,0,South,Mobile
CUST_008329,Treatment,89.77,78.6,89.77,61.8,51.39,61.8,3.88,5.0,3.88,0,1,East,Desktop
CUST_003338,Control,42.67,40.45,42.67,45.06,44.18,45.06,7.7,7.0,7.7,0,0,West,Mobile
CUST_005590,Treatment,15.53,13.29,15.53,70.17,57.55,70.17,1.44,2.0,1.44,0,0,North,Desktop
CUST_000252,Control,31.33,30.42,31.33,61.79,61.77,61.79,3.33,3.0,3.33,0,0,North,Desktop
CUST_003974,Control,16.34,15.85,16.34,36.99,37.26,36.99,1.07,1.0,1.07,0,0,South,Desktop
CUST_006631,Treatment,5.91,4.99,5.91,60.34,49.07,60.34,2.2,3.0,2.2,0,0,West,Desktop
CUST_005548,Treatment,171.43,142.99,171.43,71.99,59.8,71.99,2.84,4.0,2.84,0,0,West,Mobile
CUST_000036,Control,108.81,102.22,108.81,50.58,49.69,50.58,4.41,4.0,4.41,0,1,East,Desktop
CUST_008363,Treatment,72.84,61.25,72.84,64.53,53.4,64.53,1.46,2.0,1.46,0,1,East,Desktop
CUST_001514,Control,30.39,28.36,30.39,56.9,56.57,56.9,1.08,1.0,1.08,1,0,East,Mobile
CUST_009318,Treatment,23.92,21.02,23.92,55.52,45.29,55.52,0.77,1.0,0.77,0,1,South,Mobile
CUST_000040,Control,45.42,42.58,45.42,47.19,47.57,47.19,3.22,3.0,3.22,0,0,West,Mobile
CUST_004820,Control,18.11,16.89,18.11,50.84,50.83,50.84,3.3,3.0,3.3,0,0,South,Mobile
CUST_003466,Control,213.51,202.5,213.51,52.29,52.39,52.29,4.28,4.0,4.28,0,0,North,Mobile
CUST_001761,Control,22.25,20.7,22.25,38.78,38.56,38.78,0.0,0.0,0.0,0,0,West,Mobile
CUST_002305,Control,38.64,36.22,38.64,43.99,44.55,43.99,0.0,0.0,0.0,0,0,South,Tablet
CUST_003724,Control,120.08,114.66,120.08,49.11,49.7,49.11,2.17,2.0,2.17,0,1,South,Tablet
CUST_008285,Treatment,2.88,2.52,2.88,54.21,43.97,54.21,4.2,6.0,4.2,0,0,North,Desktop
CUST_004994,Control,49.6,46.34,49.6,49.46,49.59,49.46,2.17,2.0,2.17,1,0,West,Mobile
CUST_008128,Treatment,17.05,14.84,17.05,52.89,42.8,52.89,2.39,3.0,2.39,0,0,West,Mobile
CUST_003033,Control,47.94,44.98,47.94,42.89,43.27,42.89,1.08,1.0,1.08,0,0,East,Mobile
CUST_007939,Treatment,91.55,76.28,91.55,60.25,50.18,60.25,1.53,2.0,1.53,0,0,North,Mobile
CUST_003040,Control,3.39,3.1,3.39,50.41,49.9,50.41,2.12,2.0,2.12,0,1,West,Desktop
CUST_009656,Treatment,65.84,55.8,65.84,49.7,41.85,49.7,2.94,4.0,2.94,0,1,North,Desktop
CUST_002546,Control,81.51,74.95,81.51,52.13,52.68,52.13,2.19,2.0,2.19,0,1,South,Desktop
CUST_002593,Control,37.46,35.4,37.46,57.58,56.45,57.58,2.19,2.0,2.19,0,1,East,Mobile
CUST_001189,Control,66.7,63.43,66.7,50.96,51.04,50.96,2.2,2.0,2.2,0,0,South,Mobile
CUST_007967,Treatment,7.73,6.33,7.73,72.8,58.85,72.8,2.83,4.0,2.83,1,0,South,Mobile
CUST_006078,Treatment,83.23,69.61,83.23,76.18,61.19,76.18,3.71,5.0,3.71,0,1,South,Desktop
CUST_000108,Control,45.02,41.26,45.02,45.52,45.46,45.52,0.0,0.0,0.0,0,0,North,Mobile
CUST_001316,Control,18.13,16.93,18.13,53.05,52.86,53.05,4.35,4.0,4.35,0,0,North,Desktop
CUST_008188,Treatment,34.91,29.79,34.91,53.33,41.99,53.33,2.34,3.0,2.34,0,0,North,Desktop
CUST_002754,Control,102.32,96.85,102.32,53.41,53.45,53.41,3.24,3.0,3.24,0,0,North,Tablet
CUST_009754,Treatment,175.86,151.49,175.86,65.1,51.26,65.1,1.55,2.0,1.55,0,1,East,Desktop
CUST_006232,Treatment,16.88,14.33,16.88,50.45,40.19,50.45,3.94,5.0,3.94,1,0,North,Desktop
CUST_002877,Control,43.26,42.0,43.26,49.76,49.18,49.76,0.0,0.0,0.0,0,0,West,Mobile
CUST_005324,Treatment,18.74,15.79,18.74,64.23,53.55,64.23,3.08,4.0,3.08,0,1,South,Desktop
CUST_000800,Control,7.36,7.05,7.36,48.19,48.12,48.19,5.43,5.0,5.43,0,0,North,Desktop
CUST_003571,Control,166.13,159.21,166.13,47.46,47.71,47.46,2.15,2.0,2.15,0,0,West,Tablet
CUST_002895,Control,6.29,5.95,6.29,52.41,53.13,52.41,2.13,2.0,2.13,0,1,South,Mobile
CUST_002928,Control,104.69,97.62,104.69,49.49,49.29,49.49,3.35,3.0,3.35,0,0,South,Desktop
CUST_008179,Treatment,45.4,38.02,45.4,66.55,54.72,66.55,3.86,5.0,3.86,0,1,East,Desktop
CUST_000972,Control,212.09,197.22,212.09,52.14,51.67,52.14,1.05,1.0,1.05,1,0,South,Desktop
CUST_006688,Treatment,23.36,20.06,23.36,61.63,49.99,61.63,3.1,4.0,3.1,0,1,South,Desktop
CUST_008576,Treatment,14.09,11.61,14.09,63.3,51.5,63.3,1.51,2.0,1.51,0,0,North,Mobile
CUST_002021,Control,9.57,8.78,9.57,45.68,46.27,45.68,2.16,2.0,2.16,1,0,South,Mobile
CUST_009055,Treatment,352.82,301.79,352.82,56.82,46.7,56.82,2.29,3.0,2.29,0,0,South,Desktop
CUST_000953,Control,30.83,28.58,30.83,50.17,50.37,50.17,1.08,1.0,1.08,0,0,South,Mobile
CUST_005360,Treatment,217.5,182.21,217.5,62.6,50.22,62.6,1.42,2.0,1.42,1,0,North,Desktop
CUST_003858,Control,26.42,25.56,26.42,44.92,44.49,44.92,4.34,4.0,4.34,0,1,West,Tablet
CUST_005862,Treatment,12.32,10.47,12.32,64.82,53.57,64.82,1.47,2.0,1.47,0,1,West,Desktop
CUST_003146,Control,29.15,26.97,29.15,46.68,47.08,46.68,3.2,3.0,3.2,0,0,South,Desktop
CUST_003306,Control,325.95,297.76,325.95,49.8,50.23,49.8,5.25,5.0,5.25,1,0,West,Mobile
CUST_003007,Control,9.74,8.9,9.74,46.21,46.28,46.21,3.2,3.0,3.2,0,0,South,Desktop
CUST_009002,Treatment,50.16,43.14,50.16,60.08,49.06,60.08,0.0,0.0,0.0,0,0,East,Mobile
CUST_007771,Treatment,5.96,5.27,5.96,68.56,56.12,68.56,0.77,1.0,0.77,0,0,South,Desktop
CUST_007439,Treatment,292.09,255.05,292.09,57.25,46.56,57.25,3.08,4.0,3.08,0,0,West,Desktop
CUST_007943,Treatment,98.4,82.45,98.4,59.59,48.41,59.59,4.38,6.0,4.38,1,1,South,Mobile
CUST_009239,Treatment,130.87,110.43,130.87,47.72,39.68,47.72,1.52,2.0,1.52,0,1,West,Mobile
CUST_001057,Control,23.74,22.92,23.74,48.65,48.02,48.65,4.27,4.0,4.27,1,0,West,Mobile
CUST_003155,Control,212.44,201.14,212.44,54.29,53.8,54.29,0.0,0.0,0.0,0,0,South,Desktop
CUST_003788,Control,24.26,22.48,24.26,49.15,48.51,49.15,5.45,5.0,5.45,0,0,North,Mobile
CUST_009190,Treatment,28.94,24.49,28.94,72.7,61.61,72.7,2.17,3.0,2.17,0,0,North,Desktop
CUST_007826,Treatment,162.86,135.59,162.86,48.49,40.05,48.49,3.82,5.0,3.82,0,1,East,Mobile
CUST_007540,Treatment,156.48,136.02,156.48,68.07,55.57,68.07,2.28,3.0,2.28,0,1,West,Desktop
CUST_007232,Treatment,31.54,27.18,31.54,64.12,52.13,64.12,3.12,4.0,3.12,0,0,West,Desktop
CUST_000765,Control,11.17,10.77,11.17,47.7,48.18,47.7,2.18,2.0,2.18,0,0,North,Desktop
CUST_005020,Treatment,9.69,8.34,9.69,60.35,49.97,60.35,4.7,6.0,4.7,0,0,South,Desktop
CUST_004904,Control,46.77,45.4,46.77,45.26,45.56,45.26,2.22,2.0,2.22,0,0,South,Desktop
CUST_008094,Treatment,63.82,55.83,63.82,55.84,45.55,55.84,4.1,5.0,4.1,0,0,North,Desktop
CUST_006844,Treatment,32.83,28.45,32.83,58.44,47.69,58.44,2.1,3.0,2.1,0,1,South,Mobile
CUST_002166,Control,92.85,87.07,92.85,47.31,47.39,47.31,6.59,6.0,6.59,0,0,North,Desktop
CUST_001863,Control,21.63,20.67,21.63,49.82,49.97,49.82,2.24,2.0,2.24,0,0,West,Desktop
CUST_007851,Treatment,351.27,305.84,351.27,57.97,48.04,57.97,5.09,7.0,5.09,0,0,West,Desktop
CUST_009124,Treatment,40.07,35.19,40.07,57.65,47.38,57.65,0.0,0.0,0.0,0,0,East,Mobile
CUST_002341,Control,66.34,64.41,66.34,52.75,53.17,52.75,3.22,3.0,3.22,0,0,North,Tablet
CUST_005528,Treatment,43.35,37.63,43.35,47.09,39.37,47.09,0.82,1.0,0.82,0,0,East,Desktop
CUST_006744,Treatment,101.93,87.21,101.93,62.48,52.91,62.48,1.45,2.0,1.45,0,0,East,Desktop
CUST_004004,Control,6.88,6.35,6.88,42.53,42.32,42.53,9.89,9.0,9.89,0,0,West,Desktop
CUST_001124,Control,7.21,6.79,7.21,53.14,54.02,53.14,3.23,3.0,3.23,0,0,East,Desktop
CUST_008710,Treatment,40.09,33.25,40.09,66.29,53.27,66.29,2.21,3.0,2.21,0,0,West,Tablet
CUST_004050,Control,20.5,19.53,20.5,48.16,48.09,48.16,3.18,3.0,3.18,0,0,West,Tablet
CUST_007641,Treatment,87.59,76.19,87.59,59.07,48.26,59.07,3.71,5.0,3.71,0,0,West,Desktop
CUST_000766,Control,69.96,67.22,69.96,50.35,49.53,50.35,5.33,5.0,5.33,0,0,West,Desktop
CUST_002345,Control,87.83,82.58,87.83,53.56,53.52,53.56,3.25,3.0,3.25,0,0,South,Mobile
CUST_004072,Control,8.58,8.02,8.58,60.62,61.12,60.62,3.29,3.0,3.29,0,0,South,Tablet
CUST_007217,Treatment,20.66,17.34,20.66,60.39,49.78,60.39,2.22,3.0,2.22,1,1,East,Desktop
CUST_004217,Control,84.24,78.99,84.24,52.05,52.72,52.05,5.53,5.0,5.53,0,1,East,Mobile
CUST_007953,Treatment,10.16,8.65,10.16,64.92,52.89,64.92,3.03,4.0,3.03,0,0,North,Mobile
CUST_005971,Treatment,13.06,11.08,13.06,52.97,43.09,52.97,3.78,5.0,3.78,1,0,South,Mobile
CUST_003351,Control,41.65,40.44,41.65,47.72,47.54,47.72,6.33,6.0,6.33,0,0,East,Desktop
CUST_004696,Control,12.33,11.53,12.33,51.81,50.93,51.81,5.38,5.0,5.38,0,0,East,Desktop
CUST_003400,Control,7.17,6.68,7.17,52.22,52.11,52.22,5.36,5.0,5.36,0,0,North,Desktop
CUST_004082,Control,45.95,43.63,45.95,42.84,42.99,42.84,6.72,6.0,6.72,1,0,East,Mobile
CUST_009150,Treatment,25.92,22.1,25.92,52.82,41.91,52.82,0.76,1.0,0.76,0,1,North,Mobile
CUST_001225,Control,168.2,155.63,168.2,44.24,44.58,44.24,1.08,1.0,1.08,0,0,West,Mobile
CUST_006293,Treatment,43.26,38.18,43.26,62.4,50.05,62.4,0.76,1.0,0.76,0,1,West,Desktop
CUST_003123,Control,36.04,34.56,36.04,51.25,52.01,51.25,4.27,4.0,4.27,0,0,East,Desktop
CUST_000511,Control,11.71,10.78,11.71,52.79,52.65,52.79,2.15,2.0,2.15,0,0,West,Desktop
CUST_005795,Treatment,69.25,60.27,69.25,59.34,48.36,59.34,0.79,1.0,0.79,0,1,West,Mobile
CUST_008182,Treatment,67.6,57.21,67.6,60.46,47.87,60.46,6.04,8.0,6.04,0,0,North,Desktop
CUST_009418,Treatment,39.25,33.52,39.25,64.59,53.02,64.59,0.71,1.0,0.71,0,0,West,Tablet
CUST_000097,Control,3.74,3.52,3.74,51.06,51.89,51.06,2.19,2.0,2.19,0,0,North,Desktop
CUST_006682,Treatment,10.43,9.17,10.43,59.75,48.02,59.75,2.99,4.0,2.99,0,0,West,Desktop
CUST_001513,Control,217.95,207.55,217.95,53.74,53.26,53.74,6.68,6.0,6.68,0,0,West,Mobile
CUST_008792,Treatment,89.29,76.6,89.29,63.14,52.21,63.14,2.25,3.0,2.25,0,1,East,Desktop
CUST_000120,Control,121.81,115.61,121.81,48.45,48.15,48.45,1.05,1.0,1.05,1,0,North,Desktop
CUST_007792,Treatment,6.46,5.47,6.46,71.89,58.87,71.89,0.79,1.0,0.79,0,0,South,Mobile
CUST_006518,Treatment,9.34,8.16,9.34,74.62,60.5,74.62,0.0,0.0,0.0,0,0,West,Tablet
CUST_000034,Control,51.39,47.58,51.39,55.28,55.4,55.28,6.43,6.0,6.43,0,0,West,Desktop
CUST_007888,Treatment,40.63,34.96,40.63,66.51,54.33,66.51,1.56,2.0,1.56,0,0,East,Desktop
CUST_006831,Treatment,103.38,86.12,103.38,46.69,38.09,46.69,0.78,1.0,0.78,0,0,North,Mobile
CUST_005422,Treatment,83.08,70.3,83.08,65.12,53.16,65.12,3.03,4.0,3.03,0,0,East,Desktop
CUST_001069,Control,207.75,195.12,207.75,59.49,59.11,59.49,2.15,2.0,2.15,0,0,East,Desktop
CUST_001348,Control,46.48,43.32,46.48,46.86,46.78,46.86,4.31,4.0,4.31,0,0,North,Tablet
CUST_004748,Control,18.94,17.51,18.94,43.98,43.7,43.98,6.72,6.0,6.72,0,0,North,Desktop
CUST_006006,Treatment,35.28,29.36,35.28,71.99,57.77,71.99,2.9,4.0,2.9,0,0,North,Desktop
CUST_006040,Treatment,65.64,56.47,65.64,62.73,51.33,62.73,3.76,5.0,3.76,0,0,West,Tablet
CUST_003818,Control,67.66,64.47,67.66,50.08,49.63,50.08,3.22,3.0,3.22,0,1,East,Mobile
CUST_008447,Treatment,10.99,9.22,10.99,56.38,46.67,56.38,0.0,0.0,0.0,0,0,East,Desktop
CUST_005270,Treatment,19.4,16.88,19.4,58.45,47.95,58.45,3.5,5.0,3.5,0,1,North,Mobile
CUST_006898,Treatment,20.39,17.18,20.39,69.95,56.15,69.95,2.26,3.0,2.26,0,0,North,Desktop
CUST_005310,Treatment,11.88,10.28,11.88,58.57,47.34,58.57,3.12,4.0,3.12,0,0,West,Desktop
CUST_000032,Control,13.0,12.24,13.0,54.25,54.39,54.25,1.12,1.0,1.12,0,1,West,Mobile
CUST_005675,Treatment,25.37,21.52,25.37,55.1,45.24,55.1,4.35,6.0,4.35,0,1,North,Desktop
CUST_004387,Control,10.58,10.03,10.58,52.61,53.31,52.61,1.07,1.0,1.07,0,0,East,Desktop
CUST_000030,Control,90.31,83.59,90.31,51.73,50.72,51.73,9.47,9.0,9.47,0,1,South,Desktop
CUST_004203,Control,97.31,92.47,97.31,38.36,38.44,38.36,4.37,4.0,4.37,0,0,East,Desktop
CUST_007508,Treatment,30.42,25.78,30.42,56.29,46.73,56.29,4.25,6.0,4.25,0,0,East,Desktop
CUST_000736,Control,7.62,7.18,7.62,46.33,46.53,46.33,4.3,4.0,4.3,0,0,North,Tablet
CUST_002068,Control,8.26,7.51,8.26,55.77,55.52,55.77,3.16,3.0,3.16,1,0,East,Desktop
CUST_000107,Control,21.08,19.41,21.08,41.19,41.27,41.19,4.39,4.0,4.39,1,1,North,Mobile
CUST_009645,Treatment,22.51,19.02,22.51,60.8,50.29,60.8,0.0,0.0,0.0,1,0,South,Desktop
CUST_008895,Treatment,27.98,24.33,27.98,59.63,48.89,59.63,0.78,1.0,0.78,0,0,North,Mobile
CUST_008021,Treatment,1.26,1.07,1.26,51.1,41.95,51.1,0.0,0.0,0.0,0,0,North,Desktop
CUST_002233,Control,14.66,14.1,14.66,49.47,50.1,49.47,3.32,3.0,3.32,0,0,East,Desktop
CUST_000994,Control,63.24,58.66,63.24,46.57,47.13,46.57,4.35,4.0,4.35,1,0,South,Mobile
CUST_009413,Treatment,61.58,52.61,61.58,57.69,47.86,57.69,2.13,3.0,2.13,0,0,South,Mobile
CUST_007059,Treatment,24.32,20.35,24.32,73.7,59.48,73.7,4.72,6.0,4.72,0,0,West,Desktop
CUST_006790,Treatment,23.53,20.33,23.53,61.56,50.93,61.56,2.91,4.0,2.91,0,1,West,Desktop
CUST_000361,Control,37.67,35.08,37.67,52.79,53.27,52.79,4.35,4.0,4.35,0,0,North,Desktop
CUST_000305,Control,139.1,134.01,139.1,41.81,41.66,41.81,3.25,3.0,3.25,0,0,East,Mobile
CUST_002628,Control,51.26,48.46,51.26,48.16,48.49,48.16,3.28,3.0,3.28,0,1,North,Desktop
CUST_008966,Treatment,7.16,6.26,7.16,63.77,53.06,63.77,0.79,1.0,0.79,0,0,West,Desktop
CUST_004514,Control,15.91,15.28,15.91,51.26,50.78,51.26,0.0,0.0,0.0,1,0,South,Desktop
CUST_005911,Treatment,242.18,212.98,242.18,52.17,42.9,52.17,2.19,3.0,2.19,1,0,North,Mobile
CUST_008314,Treatment,262.46,225.43,262.46,65.55,53.32,65.55,1.54,2.0,1.54,0,0,West,Tablet
CUST_003101,Control,3.53,3.42,3.53,48.17,48.24,48.17,1.06,1.0,1.06,1,0,South,Desktop
CUST_005704,Treatment,5.19,4.47,5.19,69.13,57.53,69.13,3.76,5.0,3.76,0,0,North,Mobile
CUST_003899,Control,43.42,41.07,43.42,52.97,53.01,52.97,3.21,3.0,3.21,0,1,West,Desktop
CUST_005441,Treatment,29.06,24.96,29.06,62.99,51.59,62.99,3.76,5.0,3.76,0,0,West,Mobile
CUST_007931,Treatment,117.36,100.82,117.36,53.26,43.97,53.26,2.27,3.0,2.27,0,0,West,Desktop
CUST_000622,Control,4.47,4.25,4.47,42.32,42.29,42.32,1.08,1.0,1.08,0,0,South,Tablet
CUST_007236,Treatment,25.8,21.54,25.8,64.56,53.2,64.56,2.27,3.0,2.27,0,1,North,Desktop
CUST_002499,Control,15.63,15.05,15.63,43.93,44.39,43.93,5.39,5.0,5.39,0,0,South,Desktop
CUST_000714,Control,14.76,13.93,14.76,48.98,48.37,48.98,0.0,0.0,0.0,0,0,West,Desktop
CUST_008404,Treatment,18.67,16.0,18.67,65.94,54.06,65.94,0.76,1.0,0.76,0,0,North,Tablet
CUST_002856,Control,18.53,17.99,18.53,51.84,51.68,51.84,4.34,4.0,4.34,0,0,North,Tablet
CUST_004270,Control,7.24,6.83,7.24,52.47,52.56,52.47,2.17,2.0,2.17,0,1,North,Desktop
CUST_002909,Control,14.71,13.87,14.71,50.6,50.86,50.6,5.34,5.0,5.34,0,0,South,Mobile
CUST_008081,Treatment,17.65,14.8,17.65,57.28,46.5,57.28,0.0,0.0,0.0,0,0,South,Desktop
CUST_004517,Control,140.62,130.99,140.62,45.15,45.4,45.15,1.07,1.0,1.07,1,1,North,Desktop
CUST_001262,Control,134.47,130.55,134.47,46.47,47.01,46.47,5.56,5.0,5.56,1,0,North,Desktop
CUST_003161,Control,229.13,208.3,229.13,54.79,55.53,54.79,1.07,1.0,1.07,1,0,North,Mobile
CUST_000971,Control,36.71,33.52,36.71,59.31,60.11,59.31,1.12,1.0,1.12,0,1,West,Desktop
CUST_003913,Control,47.9,45.85,47.9,53.61,53.04,53.61,3.15,3.0,3.15,0,0,West,Desktop
CUST_005199,Treatment,56.76,48.19,56.76,67.53,55.34,67.53,2.43,3.0,2.43,0,0,South,Mobile
CUST_008847,Treatment,879.85,763.93,879.85,66.37,52.26,66.37,2.8,4.0,2.8,0,0,West,Mobile
CUST_000260,Control,145.21,133.32,145.21,51.33,51.72,51.33,4.28,4.0,4.28,0,1,North,Desktop
CUST_003791,Control,6.11,5.67,6.11,43.75,44.23,43.75,3.27,3.0,3.27,0,0,North,Mobile
CUST_009203,Treatment,104.65,89.43,104.65,49.4,40.04,49.4,0.78,1.0,0.78,0,1,South,Mobile
CUST_000488,Control,91.53,87.07,91.53,51.64,50.98,51.64,1.09,1.0,1.09,0,0,South,Mobile
CUST_007908,Treatment,10.52,8.76,10.52,57.8,47.06,57.8,4.54,6.0,4.54,0,0,West,Mobile
CUST_000519,Control,165.6,158.03,165.6,41.6,41.57,41.6,7.42,7.0,7.42,0,0,West,Tablet
CUST_008343,Treatment,18.53,15.57,18.53,58.66,48.32,58.66,3.53,5.0,3.53,0,0,West,Desktop
CUST_000312,Control,11.96,11.4,11.96,55.9,56.57,55.9,5.6,5.0,5.6,0,0,North,Desktop
CUST_003232,Control,191.42,174.02,191.42,53.1,52.8,53.1,3.2,3.0,3.2,0,0,North,Mobile
CUST_007933,Treatment,28.68,24.02,28.68,60.15,49.71,60.15,1.55,2.0,1.55,0,0,South,Desktop
CUST_007458,Treatment,13.94,11.81,13.94,61.98,49.98,61.98,0.77,1.0,0.77,1,0,East,Desktop
CUST_009784,Treatment,10.96,9.44,10.96,64.1,53.95,64.1,1.58,2.0,1.58,0,1,East,Mobile
CUST_005184,Treatment,97.96,81.44,97.96,67.25,54.12,67.25,1.43,2.0,1.43,0,1,East,Desktop
CUST_008077,Treatment,21.39,18.11,21.39,72.21,58.08,72.21,0.0,0.0,0.0,0,0,West,Desktop
CUST_006502,Treatment,61.5,51.74,61.5,62.94,51.69,62.94,2.23,3.0,2.23,0,0,East,Mobile
CUST_006791,Treatment,329.56,281.16,329.56,71.33,57.38,71.33,0.74,1.0,0.74,1,0,East,Desktop
CUST_007773,Treatment,20.29,17.65,20.29,66.37,54.66,66.37,1.51,2.0,1.51,0,0,West,Desktop
CUST_002738,Control,425.33,391.22,425.33,50.43,49.71,50.43,4.26,4.0,4.26,0,0,East,Desktop
CUST_007842,Treatment,54.23,46.04,54.23,68.38,56.13,68.38,3.98,5.0,3.98,1,0,South,Desktop
CUST_006262,Treatment,11.67,9.7,11.67,71.33,57.98,71.33,2.33,3.0,2.33,0,0,North,Desktop
CUST_008206,Treatment,64.67,54.52,64.67,58.58,48.31,58.58,2.25,3.0,2.25,0,0,East,Desktop
CUST_001248,Control,88.93,84.22,88.93,44.51,44.21,44.51,2.16,2.0,2.16,0,0,North,Desktop
CUST_009336,Treatment,186.14,157.6,186.14,61.22,49.6,61.22,4.1,5.0,4.1,0,0,South,Desktop
CUST_004195,Control,71.48,67.59,71.48,50.98,50.91,50.98,1.06,1.0,1.06,0,0,North,Desktop
CUST_008001,Treatment,170.77,148.14,170.77,47.82,39.5,47.82,2.36,3.0,2.36,0,0,East,Desktop
CUST_007378,Treatment,41.82,34.84,41.82,68.05,55.53,68.05,2.31,3.0,2.31,0,0,North,Desktop
CUST_003435,Control,9.3,8.64,9.3,42.69,42.49,42.69,1.06,1.0,1.06,0,0,West,Desktop
CUST_005382,Treatment,21.26,17.77,21.26,70.01,55.12,70.01,1.51,2.0,1.51,0,0,West,Desktop
CUST_000959,Control,128.56,119.47,128.56,49.01,48.43,49.01,2.13,2.0,2.13,0,0,East,Mobile
CUST_000417,Control,10.07,9.67,10.07,52.97,52.08,52.97,4.2,4.0,4.2,0,0,West,Desktop
CUST_005742,Treatment,49.91,44.0,49.91,62.37,50.72,62.37,1.43,2.0,1.43,1,1,East,Desktop
CUST_006728,Treatment,41.85,35.21,41.85,67.03,53.98,67.03,3.24,4.0,3.24,0,1,North,Desktop
CUST_004382,Control,55.01,51.61,55.01,45.99,46.44,45.99,2.17,2.0,2.17,0,0,North,Desktop
CUST_005197,Treatment,67.09,57.59,67.09,68.53,55.34,68.53,1.64,2.0,1.64,0,1,South,Tablet
CUST_001113,Control,61.14,58.28,61.14,49.81,49.8,49.81,2.11,2.0,2.11,0,0,East,Desktop
CUST_002689,Control,0.67,0.63,0.67,62.02,61.65,62.02,2.17,2.0,2.17,0,0,South,Mobile
